number,business_x,business_y,customer_x,customer_y,start_time,end_time,pickup_time,cluster_id
2100076101813831094,121.713014,39.1464,121.702344,39.146401,1583110469,1583112842,1583111343,0
2100076101931796160,121.70193,39.146261,121.677874,39.156671,1583112030,1583120406,1583115591,0
2100076158967383280,121.580045,39.142833,121.565864,39.131991,1583144068,1583148084,1583145444,0
2100076163478815984,121.580045,39.142833,121.577494,39.140661,1583145448,1583148630,1583146411,0
2100076163779134704,121.580045,39.142833,121.572164,39.136551,1583145568,1583149196,1583146557,0
2100076124759360740,121.581894,39.109761,121.586694,39.101951,1583121966,1583123942,1583122742,0
2100076124393735562,121.580456,39.104933,121.585994,39.102791,1583122385,1583124189,1583123229,0
2100076123713570406,121.582814,39.109141,121.588104,39.102681,1583122625,1583124375,1583123116,0
2100076123727890022,121.582814,39.109141,121.588104,39.102681,1583122685,1583124436,1583123177,0
2100076148782564992,121.602814,39.202013,121.610454,39.209691,1583139179,1583147573,1583142758,0
2100076151041755075,121.602584,39.201833,121.610154,39.209251,1583139719,1583141682,1583140362,0
2100076151062693875,121.603439,39.199226,121.603364,39.201341,1583139839,1583141579,1583140260,0
2100076115378832873,121.582524,39.101871,121.573634,39.100611,1583119710,1583121344,1583119994,0
2100076115391251665,121.583774,39.101911,121.560674,39.102051,1583119710,1583122308,1583120569,0
2100076115247105233,121.583774,39.101911,121.572544,39.099911,1583119831,1583122255,1583120876,0
2100076118440805724,121.578647,39.101956,121.578174,39.102961,1583120192,1583123056,1583120776,0
2100076119064216853,121.564235,39.100058,121.575764,39.091481,1583121150,1583124090,1583122471,0
2100076119989880085,121.564235,39.100058,121.580204,39.080651,1583121151,1583124309,1583122510,0
2100076119816865045,121.564235,39.100058,121.568114,39.099731,1583121151,1583124249,1583122810,0
2100076106597729322,121.762631,39.110865,121.754764,39.114361,1583116804,1583119180,1583117681,0
2100076107584473030,121.754607,39.114873,121.758774,39.109641,1583117105,1583121390,1583120671,0
2100076110262895648,121.756355,39.107896,121.744654,39.095031,1583118246,1583120704,1583119265,0
2100076111695611014,121.753974,39.111031,121.748514,39.104261,1583118366,1583120128,1583119049,0
2100076110901446334,121.755515,39.110584,121.742954,39.093251,1583118365,1583120872,1583119072,0
2100076121863948034,121.612874,39.134281,121.604394,39.130831,1583121086,1583124722,1583121905,0
2100076121570543598,121.605341,39.133981,121.633344,39.131461,1583121266,1583125268,1583123589,0
2100076121575917440,121.606149,39.133779,121.611164,39.131451,1583121027,1583123665,1583122046,0
2100076122140280704,121.606149,39.133779,121.604224,39.133151,1583121087,1583123698,1583122199,0
2100076120654087376,121.605565,39.134035,121.604394,39.131431,1583121146,1583123082,1583121943,0
2100076112480208426,121.572009,39.135233,121.547184,39.130741,1583118733,1583121628,1583119349,0
2100076112531129654,121.565004,39.136591,121.546654,39.139261,1583118732,1583121346,1583119431,0
2100076114658985270,121.565004,39.136591,121.548954,39.145031,1583119032,1583121853,1583119936,0
2100076115028117391,121.566375,39.13645,121.552834,39.141451,1583119212,1583121543,1583119805,0
2100076097086654322,121.688335,39.141325,121.666154,39.133981,1583113690,1583116200,1583083785,0
2100076104474264917,121.68598,39.141133,121.673914,39.129041,1583113633,1583117177,1583115077,0
2100076102922798421,121.68598,39.141133,121.670714,39.130731,1583113632,1583117208,1583115108,0
2100076129218036823,121.609963,39.146199,121.629204,39.154841,1583125225,1583128094,1583126234,0
2100076130577187927,121.609963,39.146199,121.628804,39.154251,1583125585,1583128503,1583126343,0
2100076132334830679,121.609963,39.146199,121.618264,39.150521,1583125765,1583127867,1583126307,0
2100076132943070295,121.609963,39.146199,121.626974,39.163671,1583125765,1583128667,1583126507,0
2100076091630913015,121.670161,39.320701,121.669214,39.326631,1583119510,1583121600,1583070172,0
2100076109076334008,121.654388,39.317424,121.668594,39.328181,1583117469,1583121051,1583118531,0
2100076111318976336,121.656806,39.316749,121.661314,39.319641,1583117829,1583119568,1583118669,0
2100076112413459674,121.669441,39.321041,121.664274,39.322741,1583118550,1583121058,1583119620,0
2100076112547677346,121.670479,39.325567,121.670224,39.320661,1583118790,1583120512,1583119217,0
2100076127317493718,121.603956,39.189328,121.610804,39.178541,1583124002,1583125920,1583124361,0
2100076127327717360,121.604453,39.187813,121.616524,39.177061,1583123943,1583126903,1583124989,0
2100076129707460592,121.604453,39.187813,121.615874,39.180931,1583123942,1583126788,1583125123,0
2100076128179553371,121.602555,39.187439,121.627064,39.167241,1583124002,1583126791,1583124932,0
2100076119651222563,121.714616,39.142793,121.722834,39.140781,1583120684,1583123301,1583121382,0
2100076119067722802,121.711823,39.14403,121.728234,39.144991,1583120744,1583123982,1583122483,0
2100076120014455843,121.714616,39.142793,121.725824,39.142491,1583120804,1583123688,1583121530,0
2100076120312120370,121.711823,39.14403,121.729094,39.145551,1583120984,1583124301,1583122742,0
2100076119793468451,121.714616,39.142793,121.727674,39.146691,1583120984,1583124138,1583121799,0
2100076116536788068,121.55797,39.140692,121.554054,39.142951,1583120527,1583123163,1583121543,0
2100076120822876030,121.554711,39.136513,121.544144,39.150701,1583120586,1583123896,1583121916,0
2100076154792510758,121.574714,39.218461,121.582054,39.236221,1583142045,1583144996,1583143136,0
2100076154832455157,121.576674,39.21943,121.581544,39.221251,1583142285,1583144029,1583143130,0
2100076156431860986,121.579872,39.220123,121.587444,39.239001,1583143004,1583145799,1583143880,0
2100076157889381877,121.576674,39.21943,121.582844,39.236691,1583143064,1583145411,1583143731,0
2100076110084638276,121.593599,39.214292,121.613444,39.207771,1583117770,1583120298,1583118438,0
2100076111667790872,121.595435,39.216361,121.617944,39.202491,1583118313,1583121208,1583118989,0
2100076112305784138,121.602523,39.216117,121.612314,39.202991,1583118372,1583120870,1583119071,0
2100076112057599016,121.595416,39.216748,121.616224,39.194361,1583118492,1583121526,1583119377,0
2100076112546071809,121.595621,39.214057,121.610394,39.190151,1583118793,1583122092,1583119574,0
2100076114125784100,121.553004,39.13947,121.546954,39.137541,1583121067,1583124180,1583121052,0
2100076120080156219,121.552768,39.139541,121.546694,39.129471,1583121067,1583124933,1583122298,0
2100076120340759726,121.549705,39.133891,121.546884,39.137981,1583121066,1583123776,1583121918,0
2100076120976065710,121.549705,39.133891,121.546204,39.139331,1583121545,1583124205,1583122406,0
2100076108575671843,121.561795,39.125511,121.566064,39.122471,1583119524,1583121600,1583119923,0
2100076114766792648,121.561705,39.125309,121.562474,39.125661,1583119523,1583121453,1583120209,0
2100076115117999869,121.562284,39.125591,121.562074,39.123101,1583119523,1583121717,1583120340,0
2100076116055689097,121.572863,39.130216,121.549554,39.131811,1583120183,1583123518,1583121479,0
2100076116308690457,121.569555,39.12834,121.549724,39.130251,1583120182,1583123009,1583121679,0
2100076118907618841,121.569555,39.12834,121.550284,39.129951,1583120243,1583123503,1583121464,0
2100076121578177681,121.810019,39.088133,121.798094,39.104281,1583120983,1583123673,1583121874,0
2100076120628921677,121.807275,39.088829,121.798694,39.098681,1583120983,1583123136,1583122058,0
2100076122574129151,121.799822,39.088917,121.796914,39.090961,1583121643,1583123456,1583122197,0
2100076121442289663,121.799822,39.088917,121.807734,39.088571,1583121703,1583124822,1583122362,0
2100076113977771194,121.567731,39.170236,121.572364,39.167401,1583119038,1583122154,1583120956,0
2100076113186948497,121.57036,39.170421,121.567614,39.167581,1583119156,1583121303,1583120223,0
2100076119977854862,121.573543,39.167368,121.565744,39.162211,1583120899,1583123931,1583122312,0
2100076122001245470,121.571336,39.167817,121.571374,39.166801,1583121320,1583123658,1583122519,0
2100076122521077646,121.573543,39.167368,121.573084,39.167581,1583121380,1583123740,1583122661,0
2100076125457253712,121.725944,39.334561,121.724184,39.332741,1583122278,1583124158,1583123200,0
2100076126811555152,121.725944,39.334561,121.724254,39.332781,1583122938,1583124850,1583123833,0
2100076127766578512,121.725944,39.334561,121.724254,39.332781,1583123118,1583124902,1583124006,0
2100076127207098065,121.726259,39.332715,121.721834,39.330571,1583123358,1583125499,1583124600,0
2100076104622278267,121.587112,39.111955,121.574104,39.120631,1583115065,1583123459,1583116079,0
2100076110616397599,121.587567,39.111895,121.580094,39.113371,1583118607,1583120357,1583119279,0
2100076113107617174,121.572984,39.114671,121.575414,39.125181,1583119148,1583121970,1583119812,0
2100076113163879830,121.572984,39.114671,121.573524,39.114751,1583119147,1583120960,1583120121,0
2100076115707463442,121.570121,39.115069,121.578544,39.123591,1583119507,1583121810,1583120070,0
2100076114560485363,121.575915,39.116886,121.583354,39.124071,1583119748,1583122416,1583120453,0
2100076123498808397,121.580456,39.168217,121.580984,39.161231,1583121951,1583124428,1583122820,0
2100076123541177567,121.587955,39.166058,121.580414,39.147041,1583122251,1583125245,1583123027,0
2100076124270560885,121.588338,39.166867,121.586364,39.140331,1583122251,1583125538,1583123146,0
2100076124337276566,121.587083,39.166663,121.585944,39.153631,1583122251,1583124798,1583122940,0
2100076135447234100,121.644052,39.179757,121.643314,39.184031,1583128699,1583137106,1583129726,0
2100076134519834164,121.644052,39.179757,121.645284,39.187041,1583129059,1583137436,1583132615,0
2100076141234456116,121.644052,39.179757,121.642544,39.186511,1583133139,1583141552,1583133992,0
2100076145011525550,121.649317,39.18313,121.643314,39.184031,1583137219,1583139496,1583137757,0
2100076109204522657,121.556844,39.178741,121.564284,39.185131,1583118176,1583126537,1583121722,0
2100076116202915489,121.556844,39.178741,121.564334,39.185081,1583120096,1583128441,1583121061,0
2100076115419170024,121.551091,39.177778,121.562994,39.181291,1583119556,1583121949,1583120390,0
2100076122923370332,121.559758,39.17413,121.558524,39.186541,1583121415,1583124184,1583122385,0
2100076123050804644,121.560229,39.177853,121.564244,39.185041,1583121655,1583124090,1583122530,0
2100076124282553764,121.560229,39.177853,121.563524,39.186851,1583122136,1583124670,1583122990,0
2100076117098006220,121.593094,39.214771,121.601874,39.216931,1583120176,1583123180,1583121381,0
2100076116742997304,121.594536,39.214315,121.594244,39.213061,1583120175,1583123034,1583121595,0
2100076116436649162,121.593144,39.215081,121.595004,39.221211,1583120236,1583123525,1583121427,0
2100076117110884270,121.593894,39.214791,121.598724,39.227261,1583120236,1583123949,1583121793,0
2100076118933473170,121.591323,39.217697,121.600914,39.217611,1583120295,1583123752,1583121353,0
2100076118937503612,121.591264,39.214691,121.596874,39.224931,1583120296,1583123340,1583121181,0
2100076118491727790,121.593894,39.214791,121.593934,39.213891,1583120356,1583123711,1583121917,0
2100076120010000252,121.591264,39.214691,121.597014,39.225171,1583120779,1583124462,1583122243,0
2100076119155476370,121.591323,39.217697,121.601484,39.218381,1583121016,1583124558,1583122159,0
2100076126517004053,121.602003,39.216407,121.597864,39.227641,1583122755,1583126465,1583123806,0
2100076127451383591,121.602407,39.216134,121.600404,39.218091,1583123114,1583125315,1583124355,0
2100076112826959241,121.786049,39.148548,121.799134,39.135421,1583118989,1583121237,1583119857,0
2100076114730616091,121.786323,39.150427,121.789594,39.139521,1583119229,1583121630,1583119896,0
2100076115669583101,121.795912,39.155632,121.796784,39.135161,1583119469,1583122887,1583120908,0
2100076125321955178,121.704221,39.139764,121.680914,39.140931,1583123583,1583125773,1583123854,0
2100076127229805771,121.708806,39.142425,121.678904,39.132781,1583123503,1583127027,1583124328,0
2100076127869731875,121.714616,39.142793,121.678534,39.136751,1583123503,1583126892,1583124194,0
2100076105027061236,121.560335,39.189038,121.557264,39.188941,1583119445,1583121600,1583119816,0
2100076112983754228,121.560335,39.189038,121.553224,39.187311,1583118725,1583121196,1583119816,0
2100076112999941661,121.560642,39.189152,121.549324,39.186001,1583118725,1583121221,1583119436,0
2100076125836412895,121.57564,39.13856,121.586184,39.136921,1583123048,1583124884,1583123404,0
2100076126872798653,121.575993,39.138321,121.600034,39.132641,1583123288,1583126128,1583124270,0
2100076129575208494,121.594828,39.134476,121.567764,39.137871,1583124846,1583127354,1583125494,0
2100076130858206866,121.595619,39.13698,121.572214,39.136511,1583125086,1583128375,1583125977,0
2100076148200867029,121.612423,39.133176,121.607064,39.129461,1583138544,1583140716,1583139938,0
2100076149839169055,121.607674,39.133201,121.607544,39.132471,1583140044,1583141810,1583140911,0
2100076153948440170,121.608718,39.132598,121.611744,39.129841,1583141064,1583143264,1583142305,0
2100076151811802256,121.610031,39.133122,121.609864,39.129171,1583141364,1583143088,1583142025,0
2100076117780825498,121.603714,39.189441,121.602414,39.176231,1583120494,1583122649,1583121329,0
2100076117819000218,121.603714,39.189441,121.602414,39.176231,1583120613,1583123024,1583121825,0
2100076116871677338,121.603714,39.189441,121.602414,39.176231,1583120734,1583123026,1583121467,0
2100076118789260698,121.603714,39.189441,121.604844,39.173951,1583120734,1583123117,1583121558,0
2100076122407404762,121.559074,39.17409,121.560874,39.177911,1583122077,1583123720,1583122700,0
2100076123924432319,121.558366,39.173663,121.564544,39.181431,1583122077,1583124097,1583122958,0
2100076123538163507,121.561564,39.177031,121.560914,39.177671,1583122076,1583123800,1583122841,0
2100076129137690257,121.711738,39.142748,121.726794,39.146561,1583124331,1583127205,1583125585,0
2100076130676049875,121.711356,39.142327,121.728184,39.146331,1583124390,1583126953,1583124618,0
2100076128604293075,121.711356,39.142327,121.731064,39.144171,1583124810,1583127051,1583125554,0
2100076108333975295,121.769322,39.107741,121.778354,39.107441,1583117425,1583125802,1583118242,0
2100076109642892413,121.771845,39.106841,121.773664,39.098141,1583118205,1583120261,1583118882,0
2100076111997502672,121.771738,39.106865,121.777194,39.096531,1583118386,1583120917,1583119422,0
2100076112318662041,121.771842,39.106755,121.768964,39.094901,1583118386,1583121130,1583119453,0
2100076109012076223,121.563794,39.149832,121.575534,39.139061,1583118250,1583121420,1583118841,0
2100076110558627473,121.565643,39.144906,121.570884,39.137551,1583118371,1583120792,1583118874,0
2100076112779445679,121.564094,39.142102,121.570354,39.137651,1583118850,1583120614,1583119414,0
2100076117041579544,121.57352,39.141345,121.583644,39.131111,1583120113,1583122105,1583120608,0
2100076119238379032,121.57352,39.141345,121.581384,39.134241,1583120474,1583122568,1583121131,0
2100076123066369560,121.57352,39.141345,121.553104,39.142961,1583121912,1583123971,1583122414,0
2100076123504215697,121.565643,39.144906,121.551494,39.144191,1583121913,1583124514,1583122476,0
2100076122101253777,121.565643,39.144906,121.551384,39.141791,1583121913,1583124696,1583123558,0
2100076123531576977,121.565643,39.144906,121.549824,39.149631,1583121972,1583125156,1583124079,0
2100076095397725912,121.656316,39.252958,121.625894,39.252121,1583133498,1583136000,1583077689,0
2100076104792245962,121.660572,39.255916,121.623874,39.252921,1583132598,1583135100,1583115226,0
2100076140865390307,121.656005,39.256969,121.621454,39.256801,1583132598,1583136198,1583133499,0
2100076112154232528,121.755506,39.119786,121.743084,39.121661,1583118885,1583121251,1583119632,0
2100076115003934631,121.760384,39.123531,121.721514,39.120621,1583119186,1583122881,1583120182,0
2100076114833966471,121.754748,39.122637,121.723934,39.115581,1583119666,1583123045,1583120124,0
2100076150718497963,121.640017,39.072955,121.620024,39.085871,1583139654,1583141958,1583140698,0
2100076150857336788,121.619354,39.085411,121.611544,39.093501,1583140194,1583142396,1583140777,0
2100076152309614016,121.622198,39.086709,121.613674,39.099271,1583140433,1583142597,1583141037,0
2100076108117542341,121.582404,39.22889,121.597944,39.224171,1583119186,1583121600,1583118115,0
2100076110436107581,121.572568,39.229396,121.601014,39.214571,1583117864,1583121376,1583119820,0
2100076110168130877,121.572568,39.229396,121.592774,39.214981,1583117925,1583121473,1583119859,0
2100076108523406653,121.572568,39.229396,121.593764,39.214181,1583118285,1583121672,1583120238,0
2100076117214168517,121.582404,39.22889,121.590664,39.220191,1583119728,1583123375,1583120979,0
2100076118139864532,121.572832,39.173295,121.565534,39.166071,1583120380,1583122988,1583121189,0
2100076117730460984,121.572576,39.173469,121.573334,39.175581,1583120440,1583123072,1583121818,0
2100076119283795412,121.572832,39.173295,121.548794,39.166011,1583120559,1583124010,1583121431,0
2100076119126607128,121.572933,39.173404,121.572564,39.171561,1583120860,1583122988,1583121790,0
2100076123771078100,121.572832,39.173295,121.563194,39.163071,1583121820,1583124608,1583122689,0
2100076117164295834,121.644823,39.187144,121.645464,39.186421,1583120360,1583122120,1583121221,0
2100076120368448898,121.647893,39.18242,121.645364,39.187161,1583121080,1583122929,1583122332,0
2100076122355926682,121.644823,39.187144,121.648154,39.182951,1583121800,1583123606,1583122647,0
2100076123941045891,121.753702,39.12264,121.747994,39.110831,1583122005,1583125388,1583123412,0
2100076122424345943,121.753861,39.123408,121.747314,39.110711,1583122005,1583124391,1583123073,0
2100076125533144627,121.753637,39.122526,121.752244,39.116191,1583122545,1583124294,1583123038,0
2100076105983952736,121.690565,39.127128,121.716604,39.115381,1583116879,1583119408,1583117489,0
2100076110634911234,121.711146,39.129657,121.718774,39.131571,1583118980,1583121268,1583119588,0
2100076122369525101,121.699659,39.124222,121.690614,39.123361,1583121799,1583124117,1583122560,0
2100076122381878813,121.690219,39.125359,121.686924,39.125731,1583121860,1583123728,1583122713,0
2100076123528136221,121.690219,39.125359,121.689704,39.128251,1583121920,1583124003,1583122925,0
2100076125078259617,121.690555,39.126031,121.690894,39.122511,1583122040,1583124208,1583123069,0
2100076124279113245,121.690219,39.125359,121.680414,39.127831,1583122100,1583124839,1583123043,0
2100076125741122925,121.699659,39.124222,121.690614,39.123361,1583122160,1583124454,1583122960,0
2100076108067112030,121.778676,39.093779,121.755704,39.095181,1583116405,1583119304,1583117445,0
2100076107143382110,121.778676,39.093779,121.755704,39.095181,1583116525,1583119715,1583117556,0
2100076105690088461,121.778003,39.094358,121.755654,39.095141,1583117064,1583119800,1583118312,0
2100076106310747154,121.779792,39.102374,121.755924,39.094761,1583117125,1583119268,1583117713,0
2100076127059052098,121.675015,39.134336,121.698474,39.142261,1583122873,1583125438,1583123878,0
2100076125690037298,121.687747,39.14131,121.697964,39.141741,1583123472,1583125983,1583123842,0
2100076130379990898,121.688335,39.141325,121.683384,39.139261,1583124491,1583126947,1583124657,0
2100076116741063867,121.56475,39.185942,121.586294,39.202711,1583120166,1583123985,1583121591,0
2100076116473644631,121.561396,39.188827,121.577484,39.195961,1583120286,1583123640,1583122023,0
2100076118664217823,121.560824,39.190631,121.574434,39.196721,1583120405,1583123012,1583121393,0
2100076122867860667,121.56475,39.185942,121.594424,39.195101,1583121425,1583124380,1583122526,0
2100076094512203463,121.558075,39.184112,121.544784,39.173531,1583110865,1583112600,1583072585,0
2100076099071346375,121.558075,39.184112,121.549474,39.179201,1583109304,1583117680,1583110660,0
